1,7
2,35
3,5
4,19
5,33
6,5
7,40
8,26
9,5
10,37
11,42
12,30
13,21
14,24
15,44
16,43
17,11
18,41
19,31
20,17
21,15
22,25
23,3
24,12
25,49
26,19
27,46
28,12
29,1
30,7
31,36
32,41
33,16
34,13
35,25
36,1
37,20
38,49
39,1
40,13
41,16
42,47
43,19
44,31
45,2
46,46
47,44
48,1
49,25
50,21

1,61,9,22.83,5.77
2,20,4,36.63,9.38
3,59,5,48.17,5.40
4,87,43,7.06,9.76
5,76,29,11.41,7.01
6,63,26,39.75,.26
7,89,39,16.38,4.05
8,58,18,37.10,.78
9,49,41,6.93,8.71
10,41,34,45.72,2.19
11,38,21,18.09,2.57
12,97,42,33.03,.97
13,9,9,49.34,5.06
14,3,48,42.69,2.27
15,80,18,10.54,5.78
16,7,21,14.97,4.78
17,86,26,30.76,3.93
18,46,10,15.91,5.97
19,99,20,24.22,4.32
20,66,5,25.91,2.91
21,24,9,19.47,3.90
22,51,47,36.52,6.53
23,94,44,25.00,2.30
24,1,26,9.29,1.01
25,8,11,14.82,2.57
26,47,5,40.84,7.58
27,91,14,20.17,1.97
28,6,42,13.91,6.89
29,67,36,48.38,8.24
30,85,15,25.20,2.31
31,93,50,6.05,7.77
32,90,5,16.99,1.17
33,2,33,38.80,5.73
34,71,21,48.93,6.35
35,22,33,32.37,8.00
36,53,22,44.16,3.61
37,79,30,34.85,8.34
38,95,48,29.13,2.06
39,83,7,39.97,.49
40,69,20,18.52,6.02
41,26,28,33.44,4.81
42,13,29,30.60,8.21
43,57,45,21.95,4.73
44,68,49,38.65,8.13
45,98,45,20.32,5.84
46,78,4,22.22,1.27
47,84,4,21.49,7.50
48,31,18,26.66,7.85
49,34,25,39.34,9.54
50,17,46,32.42,9.44
5,45,32,25.31,2.35
41,25,15,15.48,6.28
22,63,9,13.17,.26
22,37,48,28.89,8.00
21,62,42,22.28,9.42
20,83,8,13.29,.49
50,65,35,34.01,9.72
23,49,38,26.11,8.71
19,30,25,21.44,8.40
33,69,20,10.87,6.02
24,28,1,39.69,8.19
22,32,32,46.39,4.74
34,25,39,26.50,6.28
30,57,8,9.61,4.73
45,97,1,39.13,.97
39,21,7,11.10,4.69
22,78,16,30.61,1.27
44,95,43,13.44,2.06
40,9,32,30.86,5.06
3,95,36,13.56,2.06
20,71,41,31.81,6.35
20,100,16,32.61,5.58
38,93,24,29.33,7.77
50,26,34,43.70,4.81
34,11,47,34.47,9.33
50,20,35,45.15,9.38
8,28,4,33.42,8.19
44,51,13,43.37,6.53
38,20,20,24.91,9.38
50,27,27,48.11,6.35
50,70,27,39.63,8.14
46,27,50,21.11,6.35
5,77,3,32.01,1.11
37,60,34,31.00,4.91
25,9,44,40.22,5.06
30,100,34,10.57,5.58
32,96,35,29.61,5.57
43,22,21,16.36,8.00
41,3,43,11.88,2.27
2,9,20,17.81,5.06
7,63,46,9.27,.26
28,85,47,14.29,2.31
20,69,20,13.87,6.02
42,2,18,20.10,5.73
32,45,30,14.42,2.35
2,93,1,32.16,7.77
16,88,3,17.48,6.04
