#NO_PRODUCTS, NO_STORES
10,25
#PRODUCT_NO, QUANTITY_TO_BUY
0,7
1,4
2,8
3,5
4,6
5,1
6,7
7,8
8,9
9,8
#STORE_NO, DELIVERY_PRICE
0,4.7
1,5.11
2,4.91
3,5.18
4,4.7
5,5.61
6,5.77
7,4.8
8,5.02
9,4.91
10,4.65
11,4.31
12,4.87
13,4.54
14,4.69
15,5.59
16,4.87
17,4.94
18,6.16
19,5.32
20,5.24
21,5.49
22,4.9
23,5.58
24,5.02
#MATRIX OF PRICES (ROWS STORES - COLUMNS PRODUCTS)
22.05,0.0,0.0,0.0,24.86,22.59,23.37,0.0,0.0,22.61,
0.0,0.0,0.0,0.0,0.0,21.58,0.0,23.49,22.11,0.0,
25.16,23.58,21.7,0.0,0.0,0.0,0.0,0.0,0.0,20.74,
0.0,24.59,18.93,21.74,0.0,27.63,0.0,0.0,24.13,0.0,
22.32,0.0,22.68,19.91,20.52,0.0,0.0,22.31,0.0,18.5,
21.73,0.0,0.0,23.12,0.0,21.72,0.0,27.76,26.28,0.0,
0.0,0.0,0.0,21.84,0.0,24.96,0.0,22.37,24.14,23.47,
17.6,0.0,21.68,0.0,0.0,0.0,0.0,21.27,20.17,0.0,
23.02,21.65,24.85,0.0,24.74,23.42,0.0,21.03,25.73,0.0,
21.22,22.14,18.53,0.0,0.0,0.0,0.0,19.97,21.83,0.0,
0.0,21.09,26.4,0.0,22.05,0.0,20.07,0.0,0.0,0.0,
22.72,21.2,24.25,0.0,0.0,0.0,22.31,0.0,0.0,20.85,
25.92,23.41,22.47,22.74,0.0,0.0,0.0,17.65,0.0,23.74,
23.3,20.51,20.5,22.51,0.0,20.36,0.0,0.0,24.86,0.0,
24.81,24.22,0.0,21.93,0.0,0.0,25.89,21.42,0.0,21.5,
0.0,0.0,22.83,0.0,0.0,0.0,0.0,22.23,23.7,21.93,
0.0,0.0,0.0,23.18,20.39,18.84,0.0,0.0,0.0,19.72,
22.69,18.1,21.25,0.0,0.0,0.0,23.99,21.96,0.0,0.0,
0.0,0.0,25.3,0.0,19.56,22.16,0.0,0.0,24.19,0.0,
0.0,0.0,22.78,24.41,22.54,0.0,19.09,23.26,24.33,0.0,
0.0,0.0,19.93,0.0,23.45,0.0,0.0,0.0,22.36,20.36,
0.0,22.95,24.91,0.0,23.28,0.0,0.0,0.0,0.0,21.29,
0.0,24.92,0.0,0.0,20.34,25.05,0.0,26.58,27.92,20.0,
25.57,0.0,0.0,0.0,18.55,0.0,0.0,22.13,0.0,0.0,
0.0,21.13,19.46,24.6,25.75,20.94,21.64,23.45,26.7,24.09,
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
2,0,0,0,7,7,2,0,0,8,
0,0,0,0,0,5,0,3,3,0,
7,7,3,0,0,0,0,0,0,5,
0,2,6,5,0,10,0,0,6,0,
1,0,10,10,6,0,0,3,0,6,
3,0,0,1,0,9,0,1,7,0,
0,0,0,7,0,5,0,5,8,9,
2,0,5,0,0,0,0,8,7,0,
3,9,1,0,7,7,0,6,2,0,
5,5,3,0,0,0,0,9,8,0,
0,5,4,0,7,0,3,0,0,0,
3,10,2,0,0,0,2,0,0,6,
1,2,10,8,0,0,0,6,0,9,
6,1,10,1,0,7,0,0,2,0,
7,2,0,4,0,0,5,6,0,5,
0,0,5,0,0,0,0,2,9,3,
0,0,0,9,1,8,0,0,0,6,
9,3,2,0,0,0,1,5,0,0,
0,0,7,0,8,10,0,0,7,0,
0,0,5,4,10,0,10,5,7,0,
0,0,6,0,5,0,0,0,2,4,
0,4,5,0,3,0,0,0,0,1,
0,3,0,0,1,2,0,3,9,2,
5,0,0,0,6,0,0,7,0,0,
0,3,9,7,4,8,6,9,4,10,
