#NO_PRODUCTS, NO_STORES
10,25
#PRODUCT_NO, QUANTITY_TO_BUY
0,9
1,6
2,10
3,8
4,10
5,4
6,8
7,1
8,10
9,1
#STORE_NO, DELIVERY_PRICE
0,5.24
1,4.83
2,5.2
3,4.9
4,5.15
5,5.41
6,4.55
7,4.9
8,5.59
9,5.02
10,4.78
11,5.32
12,4.07
13,3.93
14,4.84
15,5.29
16,5.19
17,5.68
18,4.87
19,5.73
20,5.84
21,4.22
22,5.07
23,5.21
24,4.55
#MATRIX OF PRICES (ROWS STORES - COLUMNS PRODUCTS)
21.1,22.47,0.0,22.44,19.92,0.0,0.0,23.42,24.26,21.38,
0.0,20.28,0.0,0.0,0.0,20.58,24.14,0.0,0.0,0.0,
0.0,24.16,24.29,17.39,0.0,0.0,22.4,0.0,0.0,0.0,
22.33,0.0,18.07,20.14,0.0,22.97,20.98,0.0,21.65,20.07,
19.02,0.0,23.89,0.0,0.0,20.76,19.66,23.02,0.0,0.0,
17.92,24.47,0.0,20.57,0.0,20.53,0.0,20.25,0.0,0.0,
23.55,0.0,0.0,0.0,0.0,0.0,0.0,24.24,22.02,0.0,
0.0,0.0,0.0,25.21,0.0,0.0,21.71,0.0,21.54,21.84,
0.0,0.0,24.91,23.08,0.0,0.0,0.0,0.0,0.0,22.57,
21.62,0.0,22.03,0.0,24.98,22.13,0.0,0.0,0.0,0.0,
26.49,23.27,0.0,0.0,25.66,21.3,0.0,22.79,20.59,0.0,
0.0,25.49,22.02,0.0,0.0,0.0,21.13,0.0,19.85,22.32,
0.0,0.0,0.0,20.39,0.0,19.98,20.94,22.32,0.0,0.0,
21.62,21.48,25.54,0.0,19.35,21.48,0.0,24.94,22.65,0.0,
23.77,23.7,21.08,22.08,0.0,23.69,21.06,24.9,23.15,0.0,
23.21,0.0,23.37,22.11,19.11,0.0,24.11,28.09,21.96,0.0,
18.3,0.0,22.41,0.0,24.62,0.0,0.0,0.0,0.0,20.21,
0.0,19.28,20.94,0.0,0.0,21.3,24.32,0.0,0.0,0.0,
18.96,23.59,0.0,23.41,23.72,0.0,23.99,23.73,23.76,0.0,
0.0,0.0,0.0,0.0,18.05,0.0,24.81,20.74,18.69,0.0,
0.0,20.85,23.44,18.61,0.0,0.0,20.77,0.0,0.0,20.08,
0.0,0.0,0.0,0.0,25.68,20.45,0.0,0.0,19.74,20.14,
22.04,25.86,18.75,0.0,0.0,0.0,24.24,0.0,23.42,0.0,
0.0,0.0,0.0,0.0,19.76,21.63,0.0,0.0,0.0,22.2,
24.68,0.0,23.59,0.0,0.0,24.37,19.8,22.58,24.76,24.27,
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
5,1,0,5,2,0,0,2,1,3,
0,5,0,0,0,3,1,0,0,0,
0,10,9,6,0,0,10,0,0,0,
5,0,10,8,0,3,6,0,3,2,
10,0,8,0,0,8,2,8,0,0,
5,8,0,7,0,3,0,10,0,0,
10,0,0,0,0,0,0,1,4,0,
0,0,0,1,0,0,7,0,7,4,
0,0,5,4,0,0,0,0,0,3,
9,0,6,0,3,8,0,0,0,0,
8,3,0,0,7,10,0,5,8,0,
0,5,9,0,0,0,9,0,2,4,
0,0,0,1,0,1,1,1,0,0,
6,3,5,0,10,7,0,8,7,0,
10,3,5,5,0,10,8,2,1,0,
8,0,2,5,8,0,4,3,6,0,
1,0,7,0,4,0,0,0,0,5,
0,5,3,0,0,3,7,0,0,0,
9,4,0,10,10,0,5,3,5,0,
0,0,0,0,8,0,9,7,6,0,
0,10,8,4,0,0,7,0,0,6,
0,0,0,0,2,3,0,0,9,2,
5,6,6,0,0,0,9,0,10,0,
0,0,0,0,8,4,0,0,0,5,
2,0,6,0,0,2,1,2,1,2,
